id,routeId,shape,topic,title,instruction,input,support,model,grammar,partner,criterion,retry
dq-0-diamond-12,route-0,diamond,dagelijks,Reageer,We gaan naar buiten. Ga je mee?,,"Ja, ik … / Nee, ik blijf …","Ja, ik ga mee.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-13,route-0,diamond,dagelijks,Reageer,Je jas ligt hier. Is deze jas van jou?,,"Ja, die is … / Nee, die is …","Ja, die is van mij.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-14,route-0,diamond,dagelijks,Reageer,"Ik ga naar huis. Tot morgen, goed?",,"Ja, tot …!","Ja, tot morgen!",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-15,route-0,diamond,dagelijks,Reageer,Ik hoor je niet. Wil je je naam herhalen?,,Mijn naam is …,Mijn naam is Eva.,vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-1-circle-01,route-1,circle,in-de-les,Vertel kort,Hoe ga je naar de les en met wie?,,Ik ga met … Samen met …,Ik fiets met mijn buurvrouw naar de les.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-02,route-1,circle,dagelijks,Vertel kort,Hoe laat sta je op en wat doe je dan?,,Ik sta om … op. Dan …,Ik sta om zeven uur op. Dan ontbijt ik.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-03,route-1,circle,dagelijks,Vertel kort,Wat eet en drink je bij het ontbijt?,,Ik eet … en drink …,Ik eet brood en drink thee.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-04,route-1,circle,in-de-les,Vertel kort,Waar ga je na de les heen en hoe?,,Ik ga met … naar …,Ik ga met de bus naar huis.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-05,route-1,circle,spullen,Vertel kort,Waar doe je boodschappen en op welke dag?,,Ik ga op … naar …,Ik ga op zaterdag naar de markt.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-06,route-1,circle,kennismaken,Vertel kort,Wie woont er in je oefenhuis: alleen jij of meer mensen?,,Ik woon …,Ik woon met twee vrienden.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-07,route-1,circle,dagelijks,Vertel kort,Welke sport doe je en hoe vaak?,,Ik … één keer per …,Ik zwem één keer per week.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-08,route-1,circle,dagelijks,Vertel kort,Waar wandel je in het weekend en met wie?,,Ik wandel met … in …,Ik wandel met mijn zus in het park.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-09,route-1,circle,in-de-les,Vertel kort,Welke twee dingen neem je mee naar de les?,,Ik neem … en … mee.,Ik neem een boek en een pen mee.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-10,route-1,circle,in-de-les,Vertel kort,Hoe laat begint je les en wanneer is de pauze?,,De les begint om … De pauze is om …,De les begint om negen uur. De pauze is om tien uur.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-11,route-1,circle,spullen,Vertel kort,Waar ligt je telefoon en staat het geluid aan?,,Mijn telefoon ligt … Het geluid staat …,Mijn telefoon ligt in mijn tas. Het geluid staat uit.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-12,route-1,circle,dagelijks,Vertel kort,Wat doe je graag thuis en wanneer?,,Ik … graag in de …,Ik lees graag in de avond.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-13,route-1,circle,dagelijks,Vertel kort,Wanneer bel je een vriend en hoe lang?,,Ik bel op … ongeveer … minuten.,Ik bel zondag ongeveer tien minuten.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-14,route-1,circle,dagelijks,Vertel kort,Wat voor weer is het en wat draag je?,,Het … Ik draag …,Het regent. Ik draag een regenjas.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-circle-15,route-1,circle,kennismaken,Vertel kort,"Wat draag je als het koud is, buiten en binnen?",,Buiten draag ik … Binnen draag ik …,Buiten draag ik een jas. Binnen draag ik een trui.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-01,route-1,square,dagelijks,Geef antwoord,Ga jij elke dag naar buiten?,,"Ja, ik … / Nee, ik …","Ja, ik maak elke dag een wandeling.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-02,route-1,square,dagelijks,Geef antwoord,Kun jij zwemmen?,,"Ja, ik kan … / Nee, ik kan niet …","Ja, ik kan zwemmen.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-03,route-1,square,dagelijks,Geef antwoord,Heb jij een supermarkt in de buurt?,,"Ja, er is … / Nee, er is geen …","Ja, er is een supermarkt in mijn straat.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-04,route-1,square,dagelijks,Geef antwoord,Werk jij op zaterdag?,,"Ja, ik … / Nee, ik …","Nee, ik ben op zaterdag vrij.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-05,route-1,square,dagelijks,Geef antwoord,Maak jij thuis je huiswerk?,,"Ja, ik maak … / Nee, ik …","Ja, ik maak mijn huiswerk aan tafel.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-06,route-1,square,dagelijks,Geef antwoord,Eet jij elke dag fruit?,,"Ja, ik eet … / Nee, ik …","Ja, ik eet elke dag een appel.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-07,route-1,square,onderweg,Geef antwoord,Gebruik jij je telefoon in de trein?,,"Ja, ik … / Nee, ik …","Ja, ik lees berichten in de trein.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-08,route-1,square,dagelijks,Geef antwoord,Heb jij vandaag tijd om te koken?,,"Ja, ik … / Nee, ik …","Ja, ik kook vanavond soep.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-09,route-1,square,dagelijks,Geef antwoord,Kun jij om negen uur komen?,,"Ja, ik kan … / Nee, ik kan …","Nee, ik kan om tien uur komen.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-10,route-1,square,dagelijks,Geef antwoord,Ligt jouw huis dicht bij de school?,,"Ja, ik … / Nee, ik …","Ja, ik loop in tien minuten naar school.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-11,route-1,square,winkelen,Geef antwoord,Koop jij weleens eten op de markt?,,"Ja, ik koop … / Nee, ik …","Ja, ik koop er groenten.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-12,route-1,square,winkelen,Geef antwoord,Neem jij een tas mee naar de winkel?,,"Ja, ik neem … / Nee, ik …","Ja, ik neem altijd mijn eigen tas mee.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-13,route-1,square,in-de-les,Geef antwoord,Leer jij thuis nieuwe woorden?,,"Ja, ik oefen … / Nee, ik …","Ja, ik oefen elke avond tien woorden.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-14,route-1,square,spullen,Geef antwoord,Drink jij koffie voor het slapen?,,"Ja, ik drink … / Nee, ik drink …","Nee, ik drink dan water.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-square-15,route-1,square,dagelijks,Geef antwoord,Heb jij morgen een afspraak?,,"Ja, ik heb … / Nee, ik heb geen …","Ja, ik heb morgen een afspraak bij de tandarts.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-01,route-1,triangle,dagelijks,Kies,"Eet je liever thuis of in een restaurant, en met wie?",,Ik eet liever … met …,Ik eet liever thuis met mijn vrienden.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-02,route-1,triangle,winkelen,Kies,Winkel jij liever op de markt of in de supermarkt?,,Ik winkel liever …,Ik winkel liever op de markt.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-03,route-1,triangle,in-de-les,Kies,Leer jij liever alleen of samen?,,Ik leer liever …,Ik leer liever samen met een klasgenoot.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-04,route-1,triangle,dagelijks,Kies,"Sport je liever binnen of buiten, en wanneer?",,Ik sport liever … op …,Ik sport liever buiten op zondag.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-05,route-1,triangle,dagelijks,Kies,"Kijk je liever een film of een serie, en met wie?",,Ik kijk liever … met …,Ik kijk liever een film met mijn partner.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-06,route-1,triangle,dagelijks,Kies,Ga jij liever vroeg of laat naar bed?,,Ik ga liever … naar bed.,Ik ga liever vroeg naar bed.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-07,route-1,triangle,winkelen,Kies,Kook jij liever zelf of bestel jij eten?,,Ik … liever …,Ik kook liever zelf.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-08,route-1,triangle,onderweg,Kies,Reis jij liever met de fiets of met de bus?,,Ik reis liever met …,Ik reis liever met de fiets.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-09,route-1,triangle,dagelijks,Kies,Drink jij bij het ontbijt liever thee of koffie?,,Ik drink … liever …,Ik drink bij het ontbijt liever thee.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-10,route-1,triangle,spullen,Kies,Lees jij nieuws liever op papier of op je telefoon?,,Ik lees nieuws liever …,Ik lees nieuws liever op mijn telefoon.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-11,route-1,triangle,dagelijks,Kies,Woon jij liever in een rustige of een drukke straat?,,Ik woon liever in …,Ik woon liever in een rustige straat.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-12,route-1,triangle,dagelijks,Kies,Ga jij liever naar het park of naar het strand?,,Ik ga liever naar …,Ik ga liever naar het strand.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-13,route-1,triangle,dagelijks,Kies,Betaal jij liever contant of met je pinpas?,,Ik betaal liever …,Ik betaal liever met mijn pinpas.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-14,route-1,triangle,dagelijks,Kies,Plan jij een afspraak liever op maandag of op vrijdag?,,Ik plan … liever op …,Ik plan een afspraak liever op vrijdag.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-triangle-15,route-1,triangle,in-de-les,Kies,Oefen jij woorden liever in de ochtend of in de avond?,,Ik oefen … liever …,Ik oefen woorden liever in de avond.,ik + werkwoord; een voorkeur noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-01,route-1,diamond,winkelen,Reageer,Wat wil je bestellen?,,Ik wil graag …,Ik wil graag een kop thee.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-02,route-1,diamond,dagelijks,Reageer,Wil je hier eten of meenemen?,,Ik wil …,Ik wil het graag meenemen.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-03,route-1,diamond,winkelen,Reageer,Hoeveel broodjes wil je?,,Ik wil graag …,Ik wil graag twee broodjes.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-04,route-1,diamond,winkelen,Reageer,Wil je een bonnetje?,,"Ja, graag. / Nee, …","Ja, graag. Ik bewaar mijn bonnetjes.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-05,route-1,diamond,winkelen,Reageer,Welke maat zoek je?,,Ik zoek maat …,Ik zoek maat M.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-06,route-1,diamond,spullen,Reageer,Je kiest een trui. Welke kleur wil je?,,Ik wil graag een … trui.,Ik wil graag een blauwe trui.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
