id,routeId,shape,topic,title,instruction,input,support,model,grammar,partner,criterion,retry
mx-0-spullen-03-square,route-0,square,spullen,De juiste sleutel achterhalen,Vraag welke sleutel van de deur is.,Er liggen twee sleutels. De ander weet het.,Welke sleutel is van …?,Welke sleutel is van de deur?,"De juiste sleutel achterhalen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan de juiste sleutel achterhalen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-03-triangle,route-0,triangle,spullen,Een opbergplek kiezen,Kies een plek voor je sleutel: tas of jaszak.,Beide plekken zijn goed.,Ik doe mijn sleutel in …,Ik doe mijn sleutel in mijn jaszak.,"Een opbergplek kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een opbergplek kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-03-diamond,route-0,diamond,spullen,Om een specifieke sleutel vragen,Vraag om de sleutel van het lokaal.,De docent heeft de sleutel.,Mag ik de sleutel van …?,Mag ik de sleutel van het lokaal?,"Om een specifieke sleutel vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om een specifieke sleutel vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-04-circle,route-0,circle,spullen,Een boek beschrijven,Vertel of het boek dik of dun is.,Kijk naar een boek of verzin er een.,Het boek is …,Het boek is dun.,"Een boek beschrijven met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een boek beschrijven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-04-square,route-0,square,spullen,Een boek herkennen door een vraag,Vraag of dit het lesboek is.,Er ligt een boek op tafel.,Is dit …?,Is dit het lesboek?,"Een boek herkennen door een vraag met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan een boek herkennen door een vraag. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-04-triangle,route-0,triangle,spullen,Een boek kiezen,Kies een boek: met foto's of zonder foto's.,Je mag zelf een boek kiezen.,Ik kies het boek met …,Ik kies het boek met foto's.,"Een boek kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een boek kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-04-diamond,route-0,diamond,spullen,Toestemming vragen om een boek te bekijken,Vraag of je een boek mag bekijken.,Het boek ligt bij de docent.,Mag ik dit boek …?,Mag ik dit boek bekijken?,"Toestemming vragen om een boek te bekijken met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om een boek te bekijken. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-05-circle,route-0,circle,spullen,De plek van een telefoon noemen,Vertel waar je telefoon is.,Je mag een plek verzinnen.,Mijn telefoon zit in …,Mijn telefoon zit in mijn tas.,"De plek van een telefoon noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan de plek van een telefoon noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-05-square,route-0,square,spullen,Naar de eigenaar van een telefoon vragen,Vraag of de telefoon van de ander is.,Er ligt een telefoon op de stoel.,Is deze … van jou?,Is deze telefoon van jou?,"Naar de eigenaar van een telefoon vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar de eigenaar van een telefoon vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-05-triangle,route-0,triangle,spullen,Een telefoonstand kiezen,Kies de telefoon: geluid aan of geluid uit.,Jullie gaan aan een oefening beginnen.,Ik zet het geluid …,Ik zet het geluid uit.,"Een telefoonstand kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een telefoonstand kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-05-diamond,route-0,diamond,spullen,Om telefoongebruik vragen,Vraag of je even mag bellen.,Je eigen telefoon is leeg. De ander heeft een telefoon.,Mag ik even …?,Mag ik even bellen?,"Om telefoongebruik vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om telefoongebruik vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-06-circle,route-0,circle,spullen,De inhoud van een fles noemen,Vertel wat er in de fles zit.,Kies zelf een drankje voor de oefening.,Er zit … in de fles.,Er zit water in de fles.,"De inhoud van een fles noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan de inhoud van een fles noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-06-square,route-0,square,spullen,Naar de inhoud van een fles vragen,Vraag of de fles vol is.,Je kunt het niet goed zien.,Is de fles …?,Is de fles vol?,"Naar de inhoud van een fles vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar de inhoud van een fles vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-06-triangle,route-0,triangle,spullen,Een fles kiezen,Kies een fles: groot of klein.,Je neemt drinken mee.,Ik neem de … fles.,Ik neem de grote fles.,"Een fles kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een fles kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-06-diamond,route-0,diamond,spullen,Toestemming vragen om water te pakken,Vraag of je de fles mag vullen.,Je fles is leeg. Er is een kraan.,Mag ik mijn fles …?,Mag ik mijn fles vullen?,"Toestemming vragen om water te pakken met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om water te pakken. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-07-circle,route-0,circle,spullen,De kleur van een jas noemen,Vertel welke kleur je jas heeft.,Je mag een jas verzinnen.,Mijn jas is …,Mijn jas is groen.,"De kleur van een jas noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan de kleur van een jas noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-07-square,route-0,square,spullen,Naar een jas vragen,Vraag waar je jas hangt.,Je ziet de jas niet.,Waar hangt …?,Waar hangt mijn jas?,"Naar een jas vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een jas vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-07-triangle,route-0,triangle,spullen,Een jas kiezen,Kies een jas: warm of dun.,Je bepaalt zelf welke jas je wilt dragen.,Ik draag de … jas.,Ik draag de warme jas.,"Een jas kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een jas kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-07-diamond,route-0,diamond,spullen,Om een plek voor de jas vragen,Vraag waar je je jas mag ophangen.,Je komt de lesruimte binnen.,Waar mag mijn jas …?,Waar mag mijn jas hangen?,"Om een plek voor de jas vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om een plek voor de jas vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-08-circle,route-0,circle,spullen,Een stoel beschrijven,Vertel of de stoel hoog of laag is.,Kijk naar een stoel of verzin er een.,Deze stoel is …,Deze stoel is laag.,"Een stoel beschrijven met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een stoel beschrijven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-08-square,route-0,square,spullen,Naar een vrije plek vragen,Vraag of de stoel vrij is.,Je zoekt een zitplek.,Is deze stoel …?,Is deze stoel vrij?,"Naar een vrije plek vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een vrije plek vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-08-triangle,route-0,triangle,spullen,Een zitplek kiezen,Kies een zitplek: bij het raam of de deur.,Beide stoelen zijn vrij.,Ik zit bij …,Ik zit bij het raam.,"Een zitplek kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een zitplek kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-08-diamond,route-0,diamond,spullen,Toestemming vragen om een stoel te pakken,Vraag of je de stoel mag pakken.,Er staat een lege stoel bij de ander.,Mag ik deze stoel …?,Mag ik deze stoel pakken?,"Toestemming vragen om een stoel te pakken met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om een stoel te pakken. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-09-circle,route-0,circle,spullen,Een voorwerp op tafel noemen,Vertel wat er op tafel ligt.,Kijk rond of verzin één voorwerp.,Er ligt … op tafel.,Er ligt een schrift op tafel.,"Een voorwerp op tafel noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een voorwerp op tafel noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-09-square,route-0,square,spullen,Naar een aantal vragen,Vraag hoeveel tafels er zijn.,De ander kijkt rond en telt.,Hoeveel … zijn er?,Hoeveel tafels zijn er?,"Naar een aantal vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een aantal vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-09-triangle,route-0,triangle,spullen,Een werkplek kiezen,Kies een werkplek: de ronde of de lange tafel.,Bij beide tafels is plaats.,Ik kies de … tafel.,Ik kies de ronde tafel.,"Een werkplek kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een werkplek kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-09-diamond,route-0,diamond,spullen,Om praktische hulp vragen,Vraag hulp bij het verplaatsen van de tafel.,De tafel is zwaar. Doe dit alleen als spel.,Help je even met …?,Help je even met de tafel?,"Om praktische hulp vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om praktische hulp vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-spullen-10-circle,route-0,circle,spullen,De plaats van een bril noemen,Vertel waar de bril ligt.,Oefensituatie: een bril ligt op een boek.,De bril ligt op …,De bril ligt op het boek.,"De plaats van een bril noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan de plaats van een bril noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-spullen-10-square,route-0,square,spullen,De eigenaar van een bril zoeken,Vraag van wie de bril is.,Je vindt een bril in het lokaal.,Van wie is deze …?,Van wie is deze bril?,"De eigenaar van een bril zoeken met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan de eigenaar van een bril zoeken. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-spullen-10-triangle,route-0,triangle,spullen,Een brillenkoker kiezen,Kies een brillenkoker: rood of zwart.,Beide kokers passen om de bril.,Ik neem de … koker.,Ik neem de rode koker.,"Een brillenkoker kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een brillenkoker kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-spullen-10-diamond,route-0,diamond,spullen,Hulp bij zoeken vragen,Vraag hulp bij het zoeken naar je bril.,Je kunt je bril niet vinden. Het is een oefensituatie.,Help je mijn … zoeken?,Help je mijn bril zoeken?,"Hulp bij zoeken vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan hulp bij zoeken vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-01-circle,route-0,circle,dagelijks,Eten noemen,Vertel wat je vandaag eet.,Je mag eten verzinnen.,Ik eet …,Ik eet rijst.,"Eten noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan eten noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-01-square,route-0,square,dagelijks,Naar eten vragen,Vraag wat de ander eet.,Jullie praten tijdens de lunch.,Wat eet …?,Wat eet je?,"Naar eten vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar eten vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-01-triangle,route-0,triangle,dagelijks,Een lunch kiezen,Kies je lunch: brood of soep.,Beide zijn klaar.,Ik neem …,Ik neem soep.,"Een lunch kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een lunch kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-01-diamond,route-0,diamond,dagelijks,Uitnodigen voor een lunch,Vraag iemand samen te lunchen.,Het is tijd voor de lunch.,Wil je samen …?,Wil je samen lunchen?,"Uitnodigen voor een lunch met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan uitnodigen voor een lunch. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-02-circle,route-0,circle,dagelijks,Een drankje noemen,Vertel wat je nu drinkt.,Verzin een drankje als je niets hebt.,Ik drink …,Ik drink thee.,"Een drankje noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een drankje noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-02-square,route-0,square,dagelijks,Naar een drinkgewoonte vragen,Vraag of de ander koffie drinkt.,Jullie hebben pauze.,Drink je …?,Drink je koffie?,"Naar een drinkgewoonte vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een drinkgewoonte vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-02-triangle,route-0,triangle,dagelijks,Een drankje kiezen,Kies iets te drinken: water of sap.,Beide staan op tafel.,Ik neem …,Ik neem sap.,"Een drankje kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een drankje kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-02-diamond,route-0,diamond,dagelijks,Iets te drinken aanbieden,Bied de ander water aan.,Je pakt zelf water.,Wil je ook …?,Wil je ook water?,"Iets te drinken aanbieden met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan iets te drinken aanbieden. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-03-circle,route-0,circle,dagelijks,Een werkplek noemen,Vertel waar je werkt.,Je mag een werkplek verzinnen.,Ik werk …,Ik werk thuis.,"Een werkplek noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een werkplek noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-03-square,route-0,square,dagelijks,Naar een begintijd vragen,Vraag hoe laat de ander begint met werken.,De ander mag een tijd verzinnen.,Hoe laat begin …?,Hoe laat begin je?,"Naar een begintijd vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een begintijd vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-03-triangle,route-0,triangle,dagelijks,Een werkplek kiezen,Kies een werkplek: thuis of op kantoor.,Voor deze oefening mogen beide.,Ik kies …,Ik kies het kantoor.,"Een werkplek kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een werkplek kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-03-diamond,route-0,diamond,dagelijks,Toestemming vragen om te beginnen,Vraag of je nu mag beginnen.,Je bent op je oefenwerkplek.,Mag ik …?,Mag ik beginnen?,"Toestemming vragen om te beginnen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om te beginnen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-04-circle,route-0,circle,dagelijks,Een leertaak noemen,Vertel welke taal je leert.,Eén taal noemen is genoeg.,Ik leer …,Ik leer Nederlands.,"Een leertaak noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een leertaak noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-04-square,route-0,square,dagelijks,Naar een oefenplek vragen,Vraag waar de ander Nederlands oefent.,"Bijvoorbeeld: thuis, op school of op het werk.",Waar oefen je …?,Waar oefen je Nederlands?,"Naar een oefenplek vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een oefenplek vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-04-triangle,route-0,triangle,dagelijks,Een oefenactiviteit kiezen,Kies een oefening: lezen of luisteren.,Beide oefeningen zijn klaar.,Ik kies …,Ik kies luisteren.,"Een oefenactiviteit kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een oefenactiviteit kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-04-diamond,route-0,diamond,dagelijks,Samen oefenen voorstellen,Vraag een cursist samen te oefenen.,Jullie hebben vijf minuten.,… we samen?,Oefenen we samen?,"Samen oefenen voorstellen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan samen oefenen voorstellen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-05-circle,route-0,circle,dagelijks,Leesmateriaal noemen,Vertel wat je leest.,"Bijvoorbeeld: een boek, krant of bericht.",Ik lees …,Ik lees een bericht.,"Leesmateriaal noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan leesmateriaal noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-05-square,route-0,square,dagelijks,Naar een leesvoorkeur vragen,Vraag of de ander graag leest.,Je praat in de pauze.,… je graag?,Lees je graag?,"Naar een leesvoorkeur vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een leesvoorkeur vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-05-triangle,route-0,triangle,dagelijks,Leesmateriaal kiezen,Kies om te lezen: een krant of een boek.,Beide liggen voor je.,Ik neem de …,Ik neem de krant.,"Leesmateriaal kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan leesmateriaal kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
